pathDomainRatio,domain_token_count,domainUrlRatio,SymbolCount_Domain,LongestPathTokenLength,domainlength,tld,NumberofDotsinURL,argDomanRatio,pathurlRatio,host_letter_count,delimeter_path,pathLength,Entropy_Domain,urlLen,subDirLen,ldl_url,CharacterContinuityRate,longdomaintokenlen,SymbolCount_Directoryname,Target
1.96,3.0,0.30864197,2.0,18.0,25.0,3.0,2.0,0.08,0.60493827,23.0,0.0,49.0,0.786773005,81.0,49.0,0.0,0.76,18.0,5.0,1
2.8947368,3.0,0.2345679,2.0,12.0,19.0,3.0,3.0,0.10526316,0.67901236,16.0,3.0,55.0,0.806597447,81.0,55.0,0.0,0.36842105,13.0,5.0,1
3.625,3.0,0.19753087,2.0,13.0,16.0,3.0,3.0,0.125,0.7160494,14.0,2.0,58.0,0.769454883,81.0,58.0,0.0,0.625,9.0,5.0,1
1.0,4.0,0.45679012,3.0,18.0,37.0,4.0,3.0,0.054054055,0.45679012,31.0,0.0,37.0,0.766435265,81.0,37.0,1.0,0.5945946,18.0,2.0,1
2.5238094,3.0,0.25925925,2.0,10.0,21.0,3.0,4.0,0.0952381,0.654321,18.0,2.0,53.0,0.745120175,81.0,53.0,0.0,0.3809524,14.0,4.0,1
1.1142857,3.0,0.43209878,2.0,10.0,35.0,3.0,3.0,0.057142857,0.4814815,32.0,2.0,39.0,0.77844613,81.0,39.0,0.0,0.4857143,28.0,4.0,1
3.1111112,3.0,0.22222222,2.0,12.0,18.0,3.0,3.0,0.11111111,0.69135803,16.0,2.0,56.0,0.803421891,81.0,56.0,1.0,0.6111111,10.0,5.0,1
2.2173913,3.0,0.28395063,2.0,10.0,23.0,3.0,5.0,0.08695652,0.6296296,21.0,4.0,51.0,0.805225994,81.0,51.0,0.0,0.73913044,16.0,4.0,1
2.3636363,3.0,0.27160493,2.0,12.0,22.0,3.0,2.0,0.09090909,0.6419753,19.0,0.0,52.0,0.821524595,81.0,52.0,2.0,0.36363637,14.0,5.0,1
3.625,3.0,0.19753087,2.0,12.0,16.0,3.0,2.0,0.125,0.7160494,14.0,1.0,58.0,0.863204883,81.0,58.0,0.0,0.625,9.0,5.0,1
2.2173913,3.0,0.28395063,2.0,14.0,23.0,3.0,3.0,0.08695652,0.6296296,21.0,4.0,51.0,0.786002974,81.0,51.0,0.0,0.73913044,16.0,4.0,1
3.9333334,3.0,0.18518518,2.0,35.0,15.0,3.0,4.0,0.13333334,0.72839504,13.0,2.0,59.0,0.816480016,81.0,59.0,0.0,0.6,8.0,3.0,1
4.285714,3.0,0.17283951,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7407407,12.0,0.0,60.0,0.784068782,81.0,60.0,4.0,0.5714286,7.0,6.0,1
4.285714,3.0,0.17283951,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7407407,12.0,0.0,60.0,0.784068782,81.0,60.0,8.0,0.5714286,7.0,6.0,1
4.285714,3.0,0.17283951,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7407407,12.0,0.0,60.0,0.784068782,81.0,60.0,3.0,0.5714286,7.0,6.0,1
4.285714,3.0,0.17283951,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7407407,12.0,0.0,60.0,0.784068782,81.0,60.0,7.0,0.5714286,7.0,6.0,1
4.285714,3.0,0.17283951,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7407407,12.0,0.0,60.0,0.784068782,81.0,60.0,5.0,0.5714286,7.0,6.0,1
4.285714,3.0,0.17283951,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7407407,12.0,0.0,60.0,0.784068782,81.0,60.0,10.0,0.5714286,7.0,6.0,1
2.5238094,3.0,0.25925925,2.0,18.0,21.0,3.0,3.0,0.0952381,0.654321,18.0,1.0,53.0,0.840035766,81.0,53.0,0.0,0.5714286,14.0,6.0,1
3.1111112,3.0,0.22222222,2.0,32.0,18.0,3.0,2.0,0.11111111,0.69135803,16.0,0.0,56.0,0.803421891,81.0,56.0,10.0,0.6111111,10.0,4.0,1
1.96,3.0,0.30864197,2.0,14.0,25.0,3.0,3.0,0.08,0.60493827,23.0,2.0,49.0,0.780270758,81.0,49.0,0.0,0.72,17.0,5.0,1
1.8461539,4.0,0.32098764,3.0,7.0,26.0,4.0,5.0,0.07692308,0.5925926,23.0,2.0,48.0,0.778911437,81.0,48.0,0.0,0.65384614,16.0,5.0,1
3.1111112,3.0,0.22222222,2.0,32.0,18.0,3.0,2.0,0.11111111,0.69135803,16.0,0.0,56.0,0.85671355,81.0,56.0,8.0,0.6666667,11.0,3.0,1
2.3636363,3.0,0.27160493,2.0,25.0,22.0,3.0,3.0,0.09090909,0.6419753,20.0,2.0,52.0,0.808833287,81.0,52.0,0.0,0.6818182,14.0,2.0,1
3.5625,3.0,0.2,2.0,51.0,16.0,3.0,3.0,0.125,0.7125,14.0,1.0,57.0,0.788909766,80.0,57.0,0.0,0.5625,8.0,2.8788417987706243,1
2.0416667,3.0,0.3,2.0,28.0,24.0,3.0,3.0,0.083333336,0.6125,22.0,1.0,49.0,0.654522689,80.0,49.0,0.0,0.5416667,12.0,2.0,1
2.65,2.0,0.25,1.0,32.0,20.0,2.0,1.0,0.1,0.6625,19.0,1.0,53.0,0.820568799,80.0,53.0,8.0,0.9,17.0,3.0,1
2.65,2.0,0.25,1.0,32.0,20.0,2.0,1.0,0.1,0.6625,19.0,1.0,53.0,0.820568799,80.0,53.0,11.0,0.9,17.0,3.0,1
1.4333333,4.0,0.375,3.0,21.0,30.0,4.0,6.0,0.56666666,0.5375,26.0,5.0,43.0,0.747841566,80.0,43.0,0.0,0.3,17.0,3.0,1
3.5625,3.0,0.2,2.0,41.0,16.0,3.0,3.0,0.125,0.7125,14.0,1.0,57.0,0.8125,80.0,57.0,1.0,0.5,7.0,1.0,1
2.0416667,3.0,0.3,2.0,11.0,24.0,3.0,4.0,0.083333336,0.6125,22.0,3.0,49.0,0.804526073,80.0,49.0,0.0,0.75,17.0,3.0,1
3.0555556,2.0,0.225,1.0,10.0,18.0,2.0,3.0,0.11111111,0.6875,17.0,2.0,55.0,0.85671355,80.0,55.0,0.0,0.8333333,14.0,6.0,1
0.013888889,3.0,0.9,2.0,0.0,72.0,3.0,2.0,0.027777778,0.0125,65.0,0.0,1.0,0.675106628,80.0,1.0,0.0,0.2777778,48.0,2.8788417987706243,1
2.4761906,2.0,0.2625,1.0,8.0,21.0,2.0,2.0,0.0952381,0.65,19.0,1.0,52.0,0.883401528,80.0,52.0,0.0,0.42857143,17.0,6.0,1
1.1470588,4.0,0.425,3.0,21.0,34.0,4.0,3.0,0.5882353,0.4875,31.0,0.0,39.0,0.751294324,80.0,39.0,6.0,0.5294118,17.0,2.0,1
3.8666666,2.0,0.1875,1.0,11.0,15.0,2.0,2.0,0.13333334,0.725,14.0,2.0,58.0,0.89761679,80.0,58.0,1.0,0.8,11.0,5.0,1
2.7894738,3.0,0.2375,2.0,32.0,19.0,3.0,3.0,0.10526316,0.6625,16.0,1.0,53.0,0.866747559,80.0,53.0,11.0,0.47368422,7.0,3.0,1
0.013888889,7.0,0.9,6.0,0.0,72.0,7.0,6.0,0.027777778,0.0125,66.0,0.0,1.0,0.640642756,80.0,1.0,0.0,0.29166666,20.0,2.8788417987706243,1
4.214286,3.0,0.175,2.0,27.0,14.0,3.0,3.0,0.14285715,0.7375,12.0,1.0,59.0,0.784068782,80.0,59.0,0.0,0.5,6.0,2.0,1
3.5625,2.0,0.2,1.0,10.0,16.0,2.0,2.0,0.125,0.7125,14.0,2.0,57.0,0.875,80.0,57.0,0.0,0.625,12.0,6.0,1
3.5625,2.0,0.2,1.0,21.0,16.0,2.0,2.0,0.125,0.7125,14.0,3.0,57.0,0.875,80.0,57.0,4.0,0.625,12.0,4.0,1
3.8666666,2.0,0.1875,1.0,47.0,15.0,2.0,2.0,2.8666666,0.725,13.0,4.0,58.0,0.79523358,80.0,58.0,2.0,0.8,11.0,1.0,1
1.92,3.0,0.3125,2.0,32.0,25.0,3.0,2.0,0.08,0.6,23.0,0.0,48.0,0.760764017,80.0,48.0,7.0,0.72,17.0,2.0,1
2.4761906,3.0,0.2625,2.0,10.0,21.0,3.0,4.0,0.0952381,0.65,18.0,2.0,52.0,0.745120175,80.0,52.0,0.0,0.3809524,14.0,4.0,1
2.8421052,3.0,0.2375,2.0,32.0,19.0,3.0,2.0,0.10526316,0.675,17.0,1.0,54.0,0.817187788,80.0,54.0,8.0,0.6315789,11.0,3.0,1
2.8421052,3.0,0.2375,2.0,32.0,19.0,3.0,2.0,0.10526316,0.675,17.0,1.0,54.0,0.817187788,80.0,54.0,7.0,0.6315789,11.0,3.0,1
2.8421052,3.0,0.2375,2.0,32.0,19.0,3.0,2.0,0.10526316,0.675,17.0,1.0,54.0,0.817187788,80.0,54.0,6.0,0.6315789,11.0,3.0,1
2.3181818,4.0,0.275,3.0,17.0,22.0,4.0,3.0,0.09090909,0.6375,19.0,0.0,51.0,0.813830101,80.0,51.0,0.0,0.59090906,12.0,3.0,1
3.8666666,3.0,0.1875,2.0,32.0,15.0,3.0,3.0,0.13333334,0.725,10.0,1.0,58.0,0.816480016,80.0,58.0,8.0,0.53333336,7.0,2.0,1
2.3181818,3.0,0.275,2.0,10.0,22.0,3.0,3.0,0.09090909,0.6375,20.0,1.0,51.0,0.841910397,80.0,51.0,0.0,0.6818182,14.0,5.0,1
1.92,4.0,0.3125,3.0,16.0,25.0,4.0,3.0,0.08,0.6,22.0,2.0,48.0,0.808222636,80.0,48.0,3.0,0.64,15.0,3.0,1
2.173913,3.0,0.2875,2.0,10.0,23.0,3.0,5.0,0.08695652,0.625,21.0,4.0,50.0,0.805225994,80.0,50.0,0.0,0.73913044,16.0,4.0,1
1.4333333,3.0,0.375,2.0,11.0,30.0,3.0,3.0,0.06666667,0.5375,28.0,2.0,43.0,0.789278978,80.0,43.0,0.0,0.76666665,22.0,4.0,1
1.7037038,4.0,0.3375,3.0,18.0,27.0,4.0,4.0,0.074074075,0.575,21.0,1.0,46.0,0.770140802,80.0,46.0,1.0,0.4814815,10.0,3.0,1
3.5625,3.0,0.2,2.0,11.0,16.0,3.0,5.0,0.125,0.7125,14.0,4.0,57.0,0.894454883,80.0,57.0,0.0,0.625,9.0,7.0,1
2.0416667,3.0,0.3,2.0,18.0,24.0,3.0,3.0,0.083333336,0.6125,22.0,1.0,49.0,0.775035533,80.0,49.0,0.0,0.7083333,16.0,3.0,1
4.214286,3.0,0.175,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7375,12.0,0.0,59.0,0.784068782,80.0,59.0,8.0,0.5714286,7.0,5.0,1
4.214286,3.0,0.175,2.0,32.0,14.0,3.0,2.0,0.14285715,0.7375,12.0,0.0,59.0,0.784068782,80.0,59.0,3.0,0.5714286,7.0,5.0,1
2.8421052,3.0,0.2375,2.0,32.0,19.0,3.0,2.0,0.10526316,0.675,17.0,1.0,54.0,0.83261466,80.0,54.0,11.0,0.68421054,12.0,3.0,1
1.3548387,4.0,0.3875,3.0,7.0,31.0,4.0,3.0,0.06451613,0.525,28.0,0.0,42.0,0.824068662,80.0,42.0,0.0,0.7096774,21.0,5.0,1
2.8421052,3.0,0.2375,2.0,15.0,19.0,3.0,3.0,0.10526316,0.675,17.0,5.0,54.0,0.817187788,80.0,54.0,0.0,0.68421054,12.0,3.0,1
3.0555556,3.0,0.225,2.0,32.0,18.0,3.0,2.0,0.11111111,0.6875,15.0,0.0,55.0,0.803421891,80.0,55.0,10.0,0.44444445,10.0,3.0,1
1.92,3.0,0.3125,2.0,32.0,25.0,3.0,2.0,0.08,0.6,22.0,0.0,48.0,0.82122713,80.0,48.0,7.0,0.48,17.0,2.0,1
1.92,3.0,0.3125,2.0,32.0,25.0,3.0,2.0,0.08,0.6,22.0,0.0,48.0,0.82122713,80.0,48.0,8.0,0.48,17.0,2.0,1
1.92,3.0,0.3125,2.0,32.0,25.0,3.0,2.0,0.08,0.6,22.0,0.0,48.0,0.82122713,80.0,48.0,8.0,0.48,17.0,2.0,1
2.65,3.0,0.25,2.0,14.0,20.0,3.0,3.0,0.1,0.6625,18.0,2.0,53.0,0.806164203,80.0,53.0,0.0,0.65,12.0,4.0,1
1.1470588,3.0,0.425,2.0,10.0,34.0,3.0,2.0,0.05882353,0.4875,32.0,1.0,39.0,0.677555457,80.0,39.0,0.0,0.8235294,27.0,4.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,8.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,10.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,7.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,7.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,10.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,9.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,9.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,10.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,4.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,8.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,8.0,0.6818182,14.0,2.0,1
2.3181818,3.0,0.275,2.0,32.0,22.0,3.0,2.0,0.09090909,0.6375,20.0,2.0,51.0,0.808833287,80.0,51.0,7.0,0.6818182,14.0,2.0,1
3.8666666,3.0,0.1875,2.0,13.0,15.0,3.0,3.0,0.13333334,0.725,13.0,2.0,58.0,0.782352279,80.0,58.0,0.0,0.6,8.0,5.0,1
3.2941177,3.0,0.2125,2.0,12.0,17.0,3.0,2.0,0.11764706,0.7,15.0,0.0,56.0,0.78765934,80.0,56.0,0.0,0.5882353,9.0,4.0,1
2.0416667,3.0,0.3,2.0,12.0,24.0,3.0,3.0,0.083333336,0.6125,22.0,1.0,49.0,0.775035533,80.0,49.0,1.0,0.75,17.0,5.0,1
4.6153846,3.0,0.1625,2.0,7.0,13.0,3.0,6.0,0.15384616,0.75,11.0,4.0,60.0,0.776432235,80.0,60.0,0.0,0.53846157,6.0,9.0,1
1.92,4.0,0.3125,3.0,7.0,25.0,4.0,9.0,0.08,0.6,22.0,6.0,48.0,0.849179007,80.0,48.0,0.0,0.6,14.0,8.0,1
2.65,3.0,0.25,2.0,11.0,20.0,3.0,6.0,0.1,0.6625,17.0,4.0,53.0,0.875577667,80.0,53.0,1.0,0.6,12.0,6.0,1
2.65,3.0,0.25,2.0,11.0,20.0,3.0,6.0,0.1,0.6625,17.0,4.0,53.0,0.875577667,80.0,53.0,1.0,0.6,12.0,6.0,1
3.5625,3.0,0.2,2.0,23.0,16.0,3.0,3.0,0.125,0.7125,13.0,1.0,57.0,0.831954883,80.0,57.0,7.0,0.375,8.0,3.0,1
2.8421052,3.0,0.2375,2.0,12.0,19.0,3.0,3.0,0.10526316,0.675,17.0,2.0,54.0,0.767628016,80.0,54.0,0.0,0.6315789,11.0,5.0,1
2.7894738,3.0,0.24050634,2.0,17.0,19.0,3.0,3.0,0.10526316,0.6708861,16.0,3.0,53.0,0.841967673,79.0,53.0,2.0,0.47368422,8.0,4.0,1
2.7894738,2.0,0.24050634,1.0,32.0,19.0,2.0,2.0,0.10526316,0.6708861,18.0,1.0,53.0,0.851320686,79.0,53.0,6.0,0.84210527,15.0,2.0,1
2.6,2.0,0.25316456,1.0,32.0,20.0,2.0,1.0,0.1,0.65822786,19.0,1.0,52.0,0.820568799,79.0,52.0,8.0,0.9,17.0,3.0,1
2.6,2.0,0.25316456,1.0,32.0,20.0,2.0,1.0,0.1,0.65822786,19.0,1.0,52.0,0.820568799,79.0,52.0,11.0,0.9,17.0,3.0,1
1.88,3.0,0.3164557,2.0,28.0,25.0,3.0,3.0,0.08,0.5949367,23.0,1.0,47.0,0.790995573,79.0,47.0,0.0,0.56,13.0,2.0,1
3.5,3.0,0.20253165,2.0,35.0,16.0,3.0,4.0,0.125,0.70886075,14.0,2.0,56.0,0.8125,79.0,56.0,8.0,0.5,7.0,2.0,1
1.4827586,4.0,0.36708862,3.0,14.0,29.0,4.0,7.0,0.06896552,0.5443038,25.0,4.0,43.0,0.827765382,79.0,43.0,2.0,0.55172414,14.0,2.8788417987706243,1
3.0,2.0,0.2278481,1.0,32.0,18.0,2.0,1.0,0.11111111,0.6835443,17.0,1.0,54.0,0.813479193,79.0,54.0,7.0,0.8333333,14.0,1.0,1
1.88,3.0,0.3164557,2.0,12.0,25.0,3.0,3.0,0.08,0.5949367,23.0,2.0,47.0,0.79749782,79.0,47.0,0.0,0.76,18.0,4.0,1
3.235294,2.0,0.21518987,1.0,13.0,17.0,2.0,3.0,0.11764706,0.6962025,16.0,3.0,55.0,0.74095825,79.0,55.0,0.0,0.8235294,13.0,3.0,1
0.5652174,3.0,0.5822785,2.0,9.0,46.0,3.0,5.0,0.04347826,0.32911393,43.0,3.0,26.0,0.7267598,79.0,26.0,0.0,0.8043478,35.0,2.8788417987706243,1
1.4482758,4.0,0.36708862,3.0,8.0,29.0,4.0,3.0,0.06896552,0.5316456,26.0,0.0,42.0,0.779818065,79.0,42.0,0.0,0.51724136,14.0,6.0,1
3.8,3.0,0.18987341,2.0,13.0,15.0,3.0,3.0,0.13333334,0.721519,12.0,2.0,57.0,0.89761679,79.0,57.0,0.0,0.4,9.0,5.0,1
3.0,2.0,0.2278481,1.0,10.0,18.0,2.0,4.0,0.11111111,0.6835443,17.0,4.0,54.0,0.813479193,79.0,54.0,0.0,0.8333333,14.0,6.0,1
2.6,2.0,0.25316456,1.0,12.0,20.0,2.0,1.0,0.1,0.65822786,18.0,2.0,52.0,0.787542417,79.0,52.0,1.0,0.5,17.0,4.0,1
1.6666666,3.0,0.34177214,2.0,10.0,27.0,3.0,5.0,0.074074075,0.56962025,24.0,4.0,45.0,0.810996327,79.0,45.0,0.0,0.7407407,19.0,6.0,1
3.5,3.0,0.20253165,2.0,10.0,16.0,3.0,3.0,0.125,0.70886075,14.0,2.0,56.0,0.831954883,79.0,56.0,0.0,0.5,7.0,2.8788417987706243,1
3.0,3.0,0.2278481,2.0,32.0,18.0,3.0,3.0,0.11111111,0.6835443,16.0,1.0,54.0,0.793364589,79.0,54.0,10.0,0.6111111,10.0,2.0,1
4.142857,3.0,0.17721519,2.0,47.0,14.0,3.0,3.0,3.0714285,0.73417723,12.0,4.0,58.0,0.835752348,79.0,58.0,1.0,0.5,6.0,1.0,1
2.6,3.0,0.25316456,2.0,32.0,20.0,3.0,2.0,0.1,0.65822786,18.0,0.0,52.0,0.806164203,79.0,52.0,8.0,0.7,13.0,3.0,1
2.1304348,3.0,0.29113925,2.0,12.0,23.0,3.0,3.0,1.6086956,0.62025315,21.0,1.0,49.0,0.762068152,79.0,49.0,3.0,0.73913044,16.0,4.0,1
2.7894738,3.0,0.24050634,2.0,32.0,19.0,3.0,11.0,0.10526316,0.6708861,16.0,2.0,53.0,0.817187788,79.0,53.0,6.0,0.42105263,11.0,2.0,1
2.7894738,3.0,0.24050634,2.0,32.0,19.0,3.0,11.0,0.10526316,0.6708861,16.0,2.0,53.0,0.817187788,79.0,53.0,7.0,0.42105263,11.0,2.0,1
2.7894738,3.0,0.24050634,2.0,32.0,19.0,3.0,11.0,0.10526316,0.6708861,16.0,2.0,53.0,0.817187788,79.0,53.0,7.0,0.42105263,11.0,2.0,1
2.7894738,3.0,0.24050634,2.0,32.0,19.0,3.0,11.0,0.10526316,0.6708861,16.0,2.0,53.0,0.817187788,79.0,53.0,8.0,0.42105263,11.0,2.0,1
2.7894738,3.0,0.24050634,2.0,32.0,19.0,3.0,11.0,0.10526316,0.6708861,16.0,2.0,53.0,0.817187788,79.0,53.0,6.0,0.42105263,11.0,2.0,1
2.7894738,3.0,0.24050634,2.0,32.0,19.0,3.0,11.0,0.10526316,0.6708861,16.0,2.0,53.0,0.817187788,79.0,53.0,9.0,0.42105263,11.0,2.0,1
2.7894738,3.0,0.24050634,2.0,32.0,19.0,3.0,11.0,0.10526316,0.6708861,16.0,2.0,53.0,0.817187788,79.0,53.0,6.0,0.42105263,11.0,2.0,1
1.4,3.0,0.37974682,2.0,11.0,30.0,3.0,3.0,0.06666667,0.5316456,28.0,2.0,42.0,0.789278978,79.0,42.0,0.0,0.76666665,22.0,4.0,1
2.2727273,3.0,0.278481,2.0,10.0,22.0,3.0,2.0,0.09090909,0.6329114,19.0,0.0,50.0,0.821524595,79.0,50.0,2.0,0.36363637,14.0,5.0,1
2.7894738,3.0,0.24050634,2.0,15.0,19.0,3.0,3.0,0.10526316,0.6708861,17.0,5.0,53.0,0.817187788,79.0,53.0,0.0,0.68421054,12.0,3.0,1
3.5,3.0,0.20253165,2.0,11.0,16.0,3.0,14.0,0.125,0.70886075,14.0,12.0,56.0,0.800704883,79.0,56.0,1.0,0.5625,8.0,2.8788417987706243,1
3.235294,3.0,0.21518987,2.0,10.0,17.0,3.0,3.0,0.11764706,0.6962025,15.0,2.0,55.0,0.816441756,79.0,55.0,0.0,0.64705884,10.0,5.0,1
2.1304348,3.0,0.29113925,2.0,17.0,23.0,3.0,2.0,0.08695652,0.62025315,21.0,1.0,49.0,0.805225994,79.0,49.0,0.0,0.6956522,15.0,3.0,1
3.235294,3.0,0.21518987,2.0,13.0,17.0,3.0,2.0,0.11764706,0.6962025,15.0,1.0,55.0,0.758876923,79.0,55.0,0.0,0.5294118,8.0,5.0,1
2.2727273,3.0,0.278481,2.0,14.0,22.0,3.0,4.0,0.09090909,0.6329114,20.0,2.0,50.0,0.780752991,79.0,50.0,1.0,0.6818182,14.0,3.0,1
2.6,3.0,0.25316456,2.0,17.0,20.0,3.0,2.0,0.1,0.65822786,18.0,0.0,52.0,0.829302025,79.0,52.0,0.0,0.65,12.0,5.0,1
1.7692307,4.0,0.32911393,3.0,19.0,26.0,4.0,3.0,0.07692308,0.5822785,22.0,3.0,46.0,0.752358173,79.0,46.0,0.0,0.30769232,14.0,2.8788417987706243,1
3.5,3.0,0.20253165,2.0,18.0,16.0,3.0,2.0,0.125,0.70886075,14.0,2.0,56.0,0.800704883,79.0,56.0,0.0,0.625,9.0,4.0,1
3.8,4.0,0.18987341,3.0,32.0,15.0,4.0,4.0,0.13333334,0.721519,10.0,1.0,57.0,0.803598715,79.0,57.0,8.0,0.4,4.0,4.0,1
2.4285715,3.0,0.2658228,2.0,11.0,21.0,3.0,6.0,0.0952381,0.6455696,16.0,4.0,51.0,0.818352885,79.0,51.0,2.0,0.47619048,13.0,1.0,1
2.7894738,4.0,0.24050634,3.0,32.0,19.0,4.0,3.0,0.10526316,0.6708861,16.0,1.0,53.0,0.783054889,79.0,53.0,7.0,0.47368422,8.0,2.0,1
2.1304348,3.0,0.29113925,2.0,32.0,23.0,3.0,2.0,0.08695652,0.62025315,21.0,0.0,49.0,0.850927643,79.0,49.0,7.0,0.6956522,15.0,3.0,1
2.1304348,3.0,0.29113925,2.0,32.0,23.0,3.0,2.0,0.08695652,0.62025315,21.0,0.0,49.0,0.850927643,79.0,49.0,5.0,0.6956522,15.0,3.0,1
1.7692307,3.0,0.32911393,2.0,11.0,26.0,3.0,4.0,0.07692308,0.5822785,22.0,2.0,46.0,0.7679061,79.0,46.0,1.0,0.5769231,18.0,5.0,1
1.6666666,4.0,0.34177214,3.0,11.0,27.0,4.0,4.0,0.074074075,0.56962025,24.0,2.0,45.0,0.733103765,79.0,45.0,1.0,0.6296296,16.0,4.0,1
1.6666666,3.0,0.34177214,2.0,11.0,27.0,3.0,2.0,0.074074075,0.56962025,25.0,1.0,45.0,0.795417814,79.0,45.0,0.0,0.7407407,19.0,4.0,1
1.88,3.0,0.3164557,2.0,10.0,25.0,3.0,3.0,0.08,0.5949367,23.0,2.0,47.0,0.780270758,79.0,47.0,0.0,0.72,17.0,4.0,1
1.7692307,4.0,0.32911393,3.0,18.0,26.0,4.0,4.0,0.07692308,0.5822785,22.0,1.0,46.0,0.750192561,79.0,46.0,1.0,0.3846154,9.0,3.0,1
2.2727273,3.0,0.278481,2.0,25.0,22.0,3.0,3.0,0.09090909,0.6329114,20.0,1.0,50.0,0.808833287,79.0,50.0,0.0,0.6818182,14.0,3.0,1
9.142858,2.0,0.08974359,1.0,63.0,7.0,2.0,1.0,8.285714,0.82051283,6.0,0.0,64.0,1.0,78.0,64.0,5.0,0.71428573,4.0,2.8788417987706243,1
1.5357143,2.0,0.35897437,1.0,9.0,28.0,2.0,3.0,0.071428575,0.55128205,27.0,2.0,43.0,0.745444643,78.0,43.0,0.0,0.9285714,25.0,3.0,1
3.1764705,2.0,0.21794872,1.0,13.0,17.0,2.0,2.0,0.11764706,0.6923077,15.0,2.0,54.0,0.87400659,78.0,54.0,0.0,0.5294118,13.0,5.0,1
1.84,2.0,0.32051283,1.0,17.0,25.0,2.0,1.0,0.08,0.5897436,24.0,3.0,46.0,0.790135379,78.0,46.0,0.0,0.88,21.0,3.0,1
1.0882353,3.0,0.43589744,2.0,23.0,34.0,3.0,3.0,0.05882353,0.47435898,29.0,4.0,37.0,0.785981671,78.0,37.0,0.0,0.2647059,21.0,2.0,1
2.7368422,2.0,0.24358974,1.0,13.0,19.0,2.0,2.0,0.10526316,0.6666667,17.0,2.0,52.0,0.817187788,78.0,52.0,0.0,0.5263158,15.0,4.0,1
2.7368422,2.0,0.24358974,1.0,13.0,19.0,2.0,2.0,0.10526316,0.6666667,17.0,2.0,52.0,0.817187788,78.0,52.0,0.0,0.5263158,15.0,4.0,1
3.7333333,2.0,0.1923077,1.0,36.0,15.0,2.0,3.0,2.3333333,0.71794873,14.0,3.0,56.0,0.863489053,78.0,56.0,0.0,0.8,11.0,3.0,1
3.7333333,2.0,0.1923077,1.0,32.0,15.0,2.0,2.0,0.13333334,0.71794873,14.0,1.0,56.0,0.89761679,78.0,56.0,8.0,0.8,11.0,3.0,1
3.7333333,2.0,0.1923077,1.0,32.0,15.0,2.0,2.0,0.13333334,0.71794873,14.0,1.0,56.0,0.89761679,78.0,56.0,9.0,0.8,11.0,3.0,1
5.4545455,2.0,0.14102565,1.0,8.0,11.0,2.0,4.0,0.18181819,0.7692308,9.0,5.0,60.0,0.894885518,78.0,60.0,0.0,0.45454547,8.0,8.0,1
4.071429,2.0,0.17948718,1.0,13.0,14.0,2.0,2.0,0.14285715,0.7307692,12.0,4.0,57.0,1.0,78.0,57.0,2.0,0.5714286,11.0,5.0,1
0.9722222,3.0,0.46153846,2.0,12.0,36.0,3.0,3.0,0.055555556,0.44871795,34.0,2.0,35.0,0.723379055,78.0,35.0,0.0,0.6388889,22.0,2.0,1
